Name,Version,Table,System,Year,Region,Unit,Value
EORA26,199.82,IOT,,2008,CIV,current 000 US$,22550994.016723998
EORA26,199.82,IOT,,2008,CMR,current 000 US$,22002019.285202
EORA26,199.82,IOT,,2008,COD,current 000 US$,20968044.178239003
EORA26,199.82,IOT,,2008,COG,current 000 US$,9380972.347499
EORA26,199.82,IOT,,2008,COL,current 000 US$,185870601.606869
EORA26,199.82,IOT,,2008,CPV,current 000 US$,1363551.4949740001
EORA26,199.82,IOT,,2008,CRI,current 000 US$,29400090.254711002
EORA26,199.82,IOT,,2008,CUB,current 000 US$,53085151.104338
EORA26,199.82,IOT,,2008,CYM,current 000 US$,3194475.5808889996
EORA26,199.82,IOT,,2008,CYP,current 000 US$,21182014.68511
EORA26,199.82,IOT,,2008,CZE,current 000 US$,228609823.615351
EORA26,199.82,IOT,,2008,DEU,current 000 US$,3594754274.497025
EORA26,199.82,IOT,,2008,DJI,current 000 US$,777624.237659
EORA26,199.82,IOT,,2008,DNK,current 000 US$,308565709.59846497
EORA26,199.82,IOT,,2008,DOM,current 000 US$,47104810.05620001
EORA26,199.82,IOT,,2008,DZA,current 000 US$,178953989.05238
EORA26,199.82,IOT,,2008,ECU,current 000 US$,53368737.262945004
EORA26,199.82,IOT,,2008,EGY,current 000 US$,217792888.05884302
EORA26,199.82,IOT,,2008,ERI,current 000 US$,1197690.373931
EORA26,199.82,IOT,,2008,ESP,current 000 US$,1386789790.908103
EORA26,199.82,IOT,,2008,EST,current 000 US$,20364259.421595
EORA26,199.82,IOT,,2008,ETH,current 000 US$,983350.454493
EORA26,199.82,IOT,,2008,FIN,current 000 US$,248334945.46722403
EORA26,199.82,IOT,,2008,FJI,current 000 US$,3180700.034714
EORA26,199.82,IOT,,2008,FRA,current 000 US$,2583663116.070425
EORA26,199.82,IOT,,2008,GAB,current 000 US$,13895612.566802
EORA26,199.82,IOT,,2008,GBR,current 000 US$,2329918570.356792
EORA26,199.82,IOT,,2008,GEO,current 000 US$,11045497.9084966
EORA26,199.82,IOT,,2008,GHA,current 000 US$,27837189.019787997
EORA26,199.82,IOT,,2008,GIN,current 000 US$,5009286.578997
EORA26,199.82,IOT,,2008,GMB,current 000 US$,777953.9547350002
EORA26,199.82,IOT,,2008,GRC,current 000 US$,282651636.972097
EORA26,199.82,IOT,,2008,GRL,current 000 US$,2207610.3792545
EORA26,199.82,IOT,,2008,GTM,current 000 US$,40300497.123692006
EORA26,199.82,IOT,,2008,GUY,current 000 US$,201366947.66698298
EORA26,199.82,IOT,,2008,HKG,current 000 US$,134820531.19401768
EORA26,199.82,IOT,,2008,HND,current 000 US$,14013944.134825
EORA26,199.82,IOT,,2008,HRV,current 000 US$,55704209.60100001
EORA26,199.82,IOT,,2008,HTI,current 000 US$,5966198.847922
EORA26,199.82,IOT,,2008,HUN,current 000 US$,139605094.598656
EORA26,199.82,IOT,,2008,IDN,current 000 US$,559394194.0891882
EORA26,199.82,IOT,,2008,IND,current 000 US$,1165564870.2462416
EORA26,199.82,IOT,,2008,IRL,current 000 US$,223090841.30933496
EORA26,199.82,IOT,,2008,IRN,current 000 US$,318396733.644511
EORA26,199.82,IOT,,2008,IRQ,current 000 US$,149479619.06108502
EORA26,199.82,IOT,,2008,ISL,current 000 US$,14744362.446163002
EORA26,199.82,IOT,,2008,ISR,current 000 US$,185924685.2384982
EORA26,199.82,IOT,,2008,ITA,current 000 US$,2215641009.941291
EORA26,199.82,IOT,,2008,JAM,current 000 US$,13669900.619797999
EORA26,199.82,IOT,,2008,JOR,current 000 US$,22045455.338612
EORA26,199.82,IOT,,2008,JPN,current 000 US$,4867358116.6154
EORA26,199.82,IOT,,2008,KAZ,current 000 US$,115858568.45488806
EORA26,199.82,IOT,,2008,KEN,current 000 US$,26309920.50864006
EORA26,199.82,IOT,,2008,KGZ,current 000 US$,4344166.830723277
EORA26,199.82,IOT,,2008,KHM,current 000 US$,9171167.489552999
EORA26,199.82,IOT,,2008,KOR,current 000 US$,734821116.4497067
EORA26,199.82,IOT,,2008,KWT,current 000 US$,116453406.730815
EORA26,199.82,IOT,,2008,LAO,current 000 US$,4587604.482791001
EORA26,199.82,IOT,,2008,LBN,current 000 US$,27888021.549704
EORA26,199.82,IOT,,2008,LBR,current 000 US$,1016101.542442
EORA26,199.82,IOT,,2008,LBY,current 000 US$,89883250.52046901
EORA26,199.82,IOT,,2008,LIE,current 000 US$,4503694.371192
EORA26,199.82,IOT,,2008,LKA,current 000 US$,45921014.937694006
EORA26,199.82,IOT,,2008,LSO,current 000 US$,1828896.3392089999
EORA26,199.82,IOT,,2008,LTU,current 000 US$,38137791.714326
EORA26,199.82,IOT,,2008,LUX,current 000 US$,33518063.823496
EORA26,199.82,IOT,,2008,LVA,current 000 US$,28925742.775279
EORA26,199.82,IOT,,2008,MAC,current 000 US$,11172823.50218
EORA26,199.82,IOT,,2008,MAR,current 000 US$,89832936.199477
EORA26,199.82,IOT,,2008,MCO,current 000 US$,6544284.312285999
EORA26,199.82,IOT,,2008,MDA,current 000 US$,5256.716721999999
EORA26,199.82,IOT,,2008,MDG,current 000 US$,8623626.682353001
EORA26,199.82,IOT,,2008,MDV,current 000 US$,1751400.033578
EORA26,199.82,IOT,,2008,MEX,current 000 US$,1117496342.3437655
EORA26,199.82,IOT,,2008,MKD,current 000 US$,9765494.471265001
EORA26,199.82,IOT,,2008,MLI,current 000 US$,7037555.843385
EORA26,199.82,IOT,,2008,MLT,current 000 US$,7250249.187825
EORA26,199.82,IOT,,2008,MMR,current 000 US$,23530910.769444
EORA26,199.82,IOT,,2008,MNE,current 000 US$,4144169.7312859995
EORA26,199.82,IOT,,2008,MNG,current 000 US$,4186570.4233900006
EORA26,199.82,IOT,,2008,MOZ,current 000 US$,9863764.727350999
EORA26,199.82,IOT,,2008,MRT,current 000 US$,3463280.0848310003
EORA26,199.82,IOT,,2008,MUS,current 000 US$,7376082.8797349995
EORA26,199.82,IOT,,2008,MWI,current 000 US$,4186157.52022
EORA26,199.82,IOT,,2008,MYS,current 000 US$,269190339.0113453
EORA26,199.82,IOT,,2008,NAM,current 000 US$,7636020.629775001
EORA26,199.82,IOT,,2008,NCL,current 000 US$,9512855.043755
EORA26,199.82,IOT,,2008,NER,current 000 US$,5376050.029595
EORA26,199.82,IOT,,2008,NGA,current 000 US$,196604798.764428
EORA26,199.82,IOT,,2008,NIC,current 000 US$,7941544.853089
EORA26,199.82,IOT,,2008,NLD,current 000 US$,808797591.918486
EORA26,199.82,IOT,,2008,NOR,current 000 US$,351786302.13745296
EORA26,199.82,IOT,,2008,NPL,current 000 US$,11886065.860979
EORA26,199.82,IOT,,2008,NZL,current 000 US$,127747681.410779
EORA26,199.82,IOT,,2008,OMN,current 000 US$,57905769.757272005
EORA26,199.82,IOT,,2008,PAK,current 000 US$,176612848.719039
EORA26,199.82,IOT,,2008,PAN,current 000 US$,20898972.367019
EORA26,199.82,IOT,,2008,PER,current 000 US$,108590904.73519959
EORA26,199.82,IOT,,2008,PHL,current 000 US$,223754367.01839188
EORA26,199.82,IOT,,2008,PNG,current 000 US$,8855565.545405
EORA26,199.82,IOT,,2008,POL,current 000 US$,443776449.85971504
EORA26,199.82,IOT,,2008,PRK,current 000 US$,10366137.932194
EORA26,199.82,IOT,,2008,PRT,current 000 US$,194163881.954656
EORA26,199.82,IOT,,2008,PRY,current 000 US$,15902856.298408998
EORA26,199.82,IOT,,2008,PSE,current 000 US$,6761176.016619
EORA26,199.82,IOT,,2008,PYF,current 000 US$,6037625.238485
EORA26,199.82,IOT,,2008,QAT,current 000 US$,117259531.71769798
EORA26,199.82,IOT,,2008,ROU,current 000 US$,175534712.67387697
EORA26,199.82,IOT,,2008,RUS,current 000 US$,1407105526.3596456
EORA26,199.82,IOT,,2008,RWA,current 000 US$,3993156.5949560003
EORA26,199.82,IOT,,2008,SAU,current 000 US$,507426108.15862596
EORA26,199.82,IOT,,2008,SDS,current 000 US$,12917890.225917
EORA26,199.82,IOT,,2008,SEN,current 000 US$,19282864.264143996
EORA26,199.82,IOT,,2008,SGP,current 000 US$,213529227.67083395
EORA26,199.82,IOT,,2008,SLE,current 000 US$,1859903.6020309997
EORA26,199.82,IOT,,2008,SLV,current 000 US$,20716185.589207
EORA26,199.82,IOT,,2008,SMR,current 000 US$,1436009.578906
EORA26,199.82,IOT,,2008,SOM,current 000 US$,1679565.2701899998
EORA26,199.82,IOT,,2008,SRB,current 000 US$,46347542.959405005
EORA26,199.82,IOT,,2008,STP,current 000 US$,183236.78148700003
EORA26,199.82,IOT,,2008,SUD,current 000 US$,51408266.04897
EORA26,199.82,IOT,,2008,SUR,current 000 US$,2905073.310956
EORA26,199.82,IOT,,2008,SVK,current 000 US$,96772613.120715
EORA26,199.82,IOT,,2008,SVN,current 000 US$,52607244.255306
EORA26,199.82,IOT,,2008,SWE,current 000 US$,441507816.812294
EORA26,199.82,IOT,,2008,SWZ,current 000 US$,2020157.0062910002
EORA26,199.82,IOT,,2008,SYC,current 000 US$,900079.4286040001
EORA26,199.82,IOT,,2008,SYR,current 000 US$,57021178.30876601
EORA26,199.82,IOT,,2008,TCD,current 000 US$,5359670.612985
EORA26,199.82,IOT,,2008,TGO,current 000 US$,2806758.917909
EORA26,199.82,IOT,,2008,THA,current 000 US$,377877553.48533297
EORA26,199.82,IOT,,2008,TJK,current 000 US$,3461237.265385
EORA26,199.82,IOT,,2008,TKM,current 000 US$,14068518.684859999
EORA26,199.82,IOT,,2008,TTO,current 000 US$,40435900.125686005
EORA26,199.82,IOT,,2008,TUN,current 000 US$,44337228.905383
EORA26,199.82,IOT,,2008,TUR,current 000 US$,608865426.1248889
EORA26,199.82,IOT,,2008,TWN,current 000 US$,287205310.8803341
EORA26,199.82,IOT,,2008,TZA,current 000 US$,9802083.366742998
EORA26,199.82,IOT,,2008,UGA,current 000 US$,16697058.200691
EORA26,199.82,IOT,,2008,UKR,current 000 US$,186889364.4187163
EORA26,199.82,IOT,,2008,URY,current 000 US$,27817832.68686
EORA26,199.82,IOT,,2008,USA,current 000 US$,14564311597.219872
EORA26,199.82,IOT,,2008,USR,current 000 US$,9752.856143
EORA26,199.82,IOT,,2008,UZB,current 000 US$,26335491.133631
EORA26,199.82,IOT,,2008,VEN,current 000 US$,383355956.49022293
EORA26,199.82,IOT,,2008,VGB,current 000 US$,843876.958336
EORA26,199.82,IOT,,2008,VNM,current 000 US$,71605912.714158
EORA26,199.82,IOT,,2008,VUT,current 000 US$,487698.097445
EORA26,199.82,IOT,,2008,WSM,current 000 US$,591892.176095
EORA26,199.82,IOT,,2008,YEM,current 000 US$,32620923.243826997
EORA26,199.82,IOT,,2008,ZAF,current 000 US$,261023366.98209226
EORA26,199.82,IOT,,2008,ZMB,current 000 US$,14530978.970097
EORA26,199.82,IOT,,2008,ZWE,current 000 US$,13603259.290982999
EORA26,199.82,IOT,,2009,ABW,current 000 US$,2097923.624789
EORA26,199.82,IOT,,2009,AFG,current 000 US$,11329367.797117
EORA26,199.82,IOT,,2009,AGO,current 000 US$,86561245.15922499
EORA26,199.82,IOT,,2009,ALB,current 000 US$,9460142.347121
EORA26,199.82,IOT,,2009,AND,current 000 US$,3061286.613181
EORA26,199.82,IOT,,2009,ANT,current 000 US$,3576669.4241360803
EORA26,199.82,IOT,,2009,ARE,current 000 US$,258703926.66415602
EORA26,199.82,IOT,,2009,ARG,current 000 US$,278142853.197174
EORA26,199.82,IOT,,2009,ARM,current 000 US$,7320316.34659
EORA26,199.82,IOT,,2009,ATG,current 000 US$,959385.3739860002
EORA26,199.82,IOT,,2009,AUS,current 000 US$,815581110.2018058
EORA26,199.82,IOT,,2009,AUT,current 000 US$,359222745.015773
EORA26,199.82,IOT,,2009,AZE,current 000 US$,34484716.455876
EORA26,199.82,IOT,,2009,BDI,current 000 US$,1694624.863658
EORA26,199.82,IOT,,2009,BEL,current 000 US$,491006552.612291
EORA26,199.82,IOT,,2009,BEN,current 000 US$,5612737.682519999
EORA26,199.82,IOT,,2009,BFA,current 000 US$,6373823.194577
EORA26,199.82,IOT,,2009,BGD,current 000 US$,90398350.340529
EORA26,199.82,IOT,,2009,BGR,current 000 US$,47983113.79693399
EORA26,199.82,IOT,,2009,BHR,current 000 US$,17632733.548341
EORA26,199.82,IOT,,2009,BHS,current 000 US$,6753248.101319999
EORA26,199.82,IOT,,2009,BIH,current 000 US$,15704232.062281
EORA26,199.82,IOT,,2009,BLR,current 000 US$,76785.599144
EORA26,199.82,IOT,,2009,BLZ,current 000 US$,1177057.218147
EORA26,199.82,IOT,,2009,BMU,current 000 US$,6091880.416137001
EORA26,199.82,IOT,,2009,BOL,current 000 US$,15401222.756525
EORA26,199.82,IOT,,2009,BRA,current 000 US$,1274239714.9504268
EORA26,199.82,IOT,,2009,BRB,current 000 US$,3792053.3879810004
EORA26,199.82,IOT,,2009,BRN,current 000 US$,11462341.766033
EORA26,199.82,IOT,,2009,BTN,current 000 US$,1030390.475567
EORA26,199.82,IOT,,2009,BWA,current 000 US$,9088157.840830998
EORA26,199.82,IOT,,2009,CAF,current 000 US$,1525993.723001
EORA26,199.82,IOT,,2009,CAN,current 000 US$,1425172427.7041075
EORA26,199.82,IOT,,2009,CHE,current 000 US$,472401349.45452523
EORA26,199.82,IOT,,2009,CHL,current 000 US$,140205499.2406599
EORA26,199.82,IOT,,2009,CHN,current 000 US$,4826198587.046634
EORA26,199.82,IOT,,2009,CIV,current 000 US$,22255180.123773
EORA26,199.82,IOT,,2009,CMR,current 000 US$,22118222.114808995
EORA26,199.82,IOT,,2009,COD,current 000 US$,20385456.047422
EORA26,199.82,IOT,,2009,COG,current 000 US$,8287964.839579
EORA26,199.82,IOT,,2009,COL,current 000 US$,182197375.97318897
EORA26,199.82,IOT,,2009,CPV,current 000 US$,1486061.165803
EORA26,199.82,IOT,,2009,CRI,current 000 US$,29145897.462852996
EORA26,199.82,IOT,,2009,CUB,current 000 US$,54716577.872708
EORA26,199.82,IOT,,2009,CYM,current 000 US$,2955838.3237030003
EORA26,199.82,IOT,,2009,CYP,current 000 US$,20240401.102845997
EORA26,199.82,IOT,,2009,CZE,current 000 US$,200255578.921713
EORA26,199.82,IOT,,2009,DEU,current 000 US$,3270800818.642168
EORA26,199.82,IOT,,2009,DJI,current 000 US$,846902.7707999999
EORA26,199.82,IOT,,2009,DNK,current 000 US$,285368616.360353
EORA26,199.82,IOT,,2009,DOM,current 000 US$,47426088.361063
EORA26,199.82,IOT,,2009,DZA,current 000 US$,153581820.01429197
EORA26,199.82,IOT,,2009,ECU,current 000 US$,51610552.371930994
EORA26,199.82,IOT,,2009,EGY,current 000 US$,229051993.003354
EORA26,199.82,IOT,,2009,ERI,current 000 US$,1659311.1691729997
EORA26,199.82,IOT,,2009,ESP,current 000 US$,1302338036.639977
EORA26,199.82,IOT,,2009,EST,current 000 US$,16363747.342792999
EORA26,199.82,IOT,,2009,ETH,current 000 US$,1096049.1842450001
EORA26,199.82,IOT,,2009,FIN,current 000 US$,220337824.534432
EORA26,199.82,IOT,,2009,FJI,current 000 US$,2455155.834024
EORA26,199.82,IOT,,2009,FRA,current 000 US$,2428424428.2034907
EORA26,199.82,IOT,,2009,GAB,current 000 US$,12836793.490327999
EORA26,199.82,IOT,,2009,GBR,current 000 US$,1940395495.280113
EORA26,199.82,IOT,,2009,GEO,current 000 US$,9232075.663804501
EORA26,199.82,IOT,,2009,GHA,current 000 US$,24758118.977045998
EORA26,199.82,IOT,,2009,GIN,current 000 US$,4848964.677650999
EORA26,199.82,IOT,,2009,GMB,current 000 US$,740879.173416
EORA26,199.82,IOT,,2009,GRC,current 000 US$,276677513.21379095
EORA26,199.82,IOT,,2009,GRL,current 000 US$,2220070.70128527
EORA26,199.82,IOT,,2009,GTM,current 000 US$,38621225.790246
EORA26,199.82,IOT,,2009,GUY,current 000 US$,197559732.428399
EORA26,199.82,IOT,,2009,HKG,current 000 US$,133619636.01413482
EORA26,199.82,IOT,,2009,HND,current 000 US$,14313617.668767001
EORA26,199.82,IOT,,2009,HRV,current 000 US$,50968630.897296
EORA26,199.82,IOT,,2009,HTI,current 000 US$,6013606.851423999
EORA26,199.82,IOT,,2009,HUN,current 000 US$,113972307.815461
EORA26,199.82,IOT,,2009,IDN,current 000 US$,580764253.0005738
EORA26,199.82,IOT,,2009,IND,current 000 US$,1202634756.5511103
EORA26,199.82,IOT,,2009,IRL,current 000 US$,189222146.74098498
EORA26,199.82,IOT,,2009,IRN,current 000 US$,328023956.72487205
EORA26,199.82,IOT,,2009,IRQ,current 000 US$,185923879.00679997
EORA26,199.82,IOT,,2009,ISL,current 000 US$,10637105.408437
EORA26,199.82,IOT,,2009,ISR,current 000 US$,176580129.61876926
EORA26,199.82,IOT,,2009,ITA,current 000 US$,2049311205.240405
EORA26,199.82,IOT,,2009,JAM,current 000 US$,11627341.946863998
EORA26,199.82,IOT,,2009,JOR,current 000 US$,23637267.993395995
EORA26,199.82,IOT,,2009,JPN,current 000 US$,5122554464.353244
EORA26,199.82,IOT,,2009,KAZ,current 000 US$,102741126.22870004
EORA26,199.82,IOT,,2009,KEN,current 000 US$,27142722.212739926
EORA26,199.82,IOT,,2009,KGZ,current 000 US$,3901760.796280723
EORA26,199.82,IOT,,2009,KHM,current 000 US$,9082345.252053
EORA26,199.82,IOT,,2009,KOR,current 000 US$,659499053.036215
EORA26,199.82,IOT,,2009,KWT,current 000 US$,89354006.60932401
EORA26,199.82,IOT,,2009,LAO,current 000 US$,4772016.981725
EORA26,199.82,IOT,,2009,LBN,current 000 US$,32101718.427985
EORA26,199.82,IOT,,2009,LBR,current 000 US$,1104461.272398
EORA26,199.82,IOT,,2009,LBY,current 000 US$,66145746.807621
EORA26,199.82,IOT,,2009,LIE,current 000 US$,4067266.1977290004
EORA26,199.82,IOT,,2009,LKA,current 000 US$,46299156.789764
EORA26,199.82,IOT,,2009,LSO,current 000 US$,1870448.3718929999
EORA26,199.82,IOT,,2009,LTU,current 000 US$,30671357.123717
EORA26,199.82,IOT,,2009,LUX,current 000 US$,30707542.618818
EORA26,199.82,IOT,,2009,LVA,current 000 US$,22533952.956764005
EORA26,199.82,IOT,,2009,MAC,current 000 US$,11243365.604590997
EORA26,199.82,IOT,,2009,MAR,current 000 US$,90370419.77131198
EORA26,199.82,IOT,,2009,MCO,current 000 US$,5649905.140868002
EORA26,199.82,IOT,,2009,MDA,current 000 US$,4876.883812
EORA26,199.82,IOT,,2009,MDG,current 000 US$,8119964.877838
EORA26,199.82,IOT,,2009,MDV,current 000 US$,1819429.257005
EORA26,199.82,IOT,,2009,MEX,current 000 US$,896791424.6275208
EORA26,199.82,IOT,,2009,MKD,current 000 US$,9328365.793164
EORA26,199.82,IOT,,2009,MLI,current 000 US$,7203118.567658001
EORA26,199.82,IOT,,2009,MLT,current 000 US$,6855536.138727
EORA26,199.82,IOT,,2009,MMR,current 000 US$,29980703.001641005
EORA26,199.82,IOT,,2009,MNE,current 000 US$,3658594.646184
EORA26,199.82,IOT,,2009,MNG,current 000 US$,3497705.4150489997
EORA26,199.82,IOT,,2009,MOZ,current 000 US$,9629450.396095
EORA26,199.82,IOT,,2009,MRT,current 000 US$,2949851.892281
EORA26,199.82,IOT,,2009,MUS,current 000 US$,6794753.8090119995
EORA26,199.82,IOT,,2009,MWI,current 000 US$,4818900.047585
EORA26,199.82,IOT,,2009,MYS,current 000 US$,235591016.03914618
EORA26,199.82,IOT,,2009,NAM,current 000 US$,8226200.000732
EORA26,199.82,IOT,,2009,NCL,current 000 US$,9148748.402823001
EORA26,199.82,IOT,,2009,NER,current 000 US$,4985170.027576
EORA26,199.82,IOT,,2009,NGA,current 000 US$,162439940.82577798
EORA26,199.82,IOT,,2009,NIC,current 000 US$,7708095.718739001
EORA26,199.82,IOT,,2009,NLD,current 000 US$,742076464.2298659
EORA26,199.82,IOT,,2009,NOR,current 000 US$,302357836.607168
EORA26,199.82,IOT,,2009,NPL,current 000 US$,12960508.260292001
EORA26,199.82,IOT,,2009,NZL,current 000 US$,115378053.83140399
EORA26,199.82,IOT,,2009,OMN,current 000 US$,50276392.858494006
EORA26,199.82,IOT,,2009,PAK,current 000 US$,174978045.57801098
EORA26,199.82,IOT,,2009,PAN,current 000 US$,19607236.999034
EORA26,199.82,IOT,,2009,PER,current 000 US$,102913452.35396896
EORA26,199.82,IOT,,2009,PHL,current 000 US$,197156117.06262633
EORA26,199.82,IOT,,2009,PNG,current 000 US$,8387345.573625999
EORA26,199.82,IOT,,2009,POL,current 000 US$,359636116.28112197
EORA26,199.82,IOT,,2009,PRK,current 000 US$,9283747.611179
EORA26,199.82,IOT,,2009,PRT,current 000 US$,181081230.104189
EORA26,199.82,IOT,,2009,PRY,current 000 US$,13432314.479751
EORA26,199.82,IOT,,2009,PSE,current 000 US$,7420768.32365
EORA26,199.82,IOT,,2009,PYF,current 000 US$,5898657.009221
EORA26,199.82,IOT,,2009,QAT,current 000 US$,99940225.12548
EORA26,199.82,IOT,,2009,ROU,current 000 US$,135202860.955383
EORA26,199.82,IOT,,2009,RUS,current 000 US$,1072938996.4142632
EORA26,199.82,IOT,,2009,RWA,current 000 US$,4224540.688373
EORA26,199.82,IOT,,2009,SAU,current 000 US$,432366202.008678
EORA26,199.82,IOT,,2009,SDS,current 000 US$,11346352.304143
EORA26,199.82,IOT,,2009,SEN,current 000 US$,16687438.620450001
EORA26,199.82,IOT,,2009,SGP,current 000 US$,193919130.089719
EORA26,199.82,IOT,,2009,SLE,current 000 US$,1778863.158828
EORA26,199.82,IOT,,2009,SLV,current 000 US$,20015604.476022
EORA26,199.82,IOT,,2009,SMR,current 000 US$,1316414.8396039999
EORA26,199.82,IOT,,2009,SOM,current 000 US$,1344195.6978610002
EORA26,199.82,IOT,,2009,SRB,current 000 US$,38206229.468384996
EORA26,199.82,IOT,,2009,STP,current 000 US$,186179.626191
EORA26,199.82,IOT,,2009,SUD,current 000 US$,49517439.002659
EORA26,199.82,IOT,,2009,SUR,current 000 US$,2969833.8217970002
EORA26,199.82,IOT,,2009,SVK,current 000 US$,84630652.281895
EORA26,199.82,IOT,,2009,SVN,current 000 US$,45482915.762049
EORA26,199.82,IOT,,2009,SWE,current 000 US$,358201348.601456
EORA26,199.82,IOT,,2009,SWZ,current 000 US$,1970359.875174
EORA26,199.82,IOT,,2009,SYC,current 000 US$,775722.1343190001
EORA26,199.82,IOT,,2009,SYR,current 000 US$,57134109.644366
EORA26,199.82,IOT,,2009,TCD,current 000 US$,4888499.592447
EORA26,199.82,IOT,,2009,TGO,current 000 US$,2681291.850428
EORA26,199.82,IOT,,2009,THA,current 000 US$,298235927.340541
EORA26,199.82,IOT,,2009,TJK,current 000 US$,3331578.2629719996
EORA26,199.82,IOT,,2009,TKM,current 000 US$,14402997.873835
EORA26,199.82,IOT,,2009,TTO,current 000 US$,31160382.974631
EORA26,199.82,IOT,,2009,TUN,current 000 US$,40903922.833623
EORA26,199.82,IOT,,2009,TUR,current 000 US$,517466521.403776
EORA26,199.82,IOT,,2009,TWN,current 000 US$,285237726.73003554
EORA26,199.82,IOT,,2009,TZA,current 000 US$,10030500.736002
EORA26,199.82,IOT,,2009,UGA,current 000 US$,16186115.014903001
EORA26,199.82,IOT,,2009,UKR,current 000 US$,104746764.88067545
EORA26,199.82,IOT,,2009,URY,current 000 US$,27247688.915284004
EORA26,199.82,IOT,,2009,USA,current 000 US$,13607551565.687122
EORA26,199.82,IOT,,2009,USR,current 000 US$,9225.495524
EORA26,199.82,IOT,,2009,UZB,current 000 US$,31326732.890828006
EORA26,199.82,IOT,,2009,VEN,current 000 US$,390335827.721154
EORA26,199.82,IOT,,2009,VGB,current 000 US$,743285.943722
EORA26,199.82,IOT,,2009,VNM,current 000 US$,68632230.24526101
EORA26,199.82,IOT,,2009,VUT,current 000 US$,474804.01614
EORA26,199.82,IOT,,2009,WSM,current 000 US$,506042.373459
EORA26,199.82,IOT,,2009,YEM,current 000 US$,31259229.174726006
EORA26,199.82,IOT,,2009,ZAF,current 000 US$,250955641.69127205
EORA26,199.82,IOT,,2009,ZMB,current 000 US$,12329575.477657
EORA26,199.82,IOT,,2009,ZWE,current 000 US$,11002212.011593001
EORA26,199.82,IOT,,2010,ABW,current 000 US$,2056565.5390459998
EORA26,199.82,IOT,,2010,AFG,current 000 US$,14194525.389848001
EORA26,199.82,IOT,,2010,AGO,current 000 US$,83885445.779615
EORA26,199.82,IOT,,2010,ALB,current 000 US$,9647509.201783
EORA26,199.82,IOT,,2010,AND,current 000 US$,2862642.88168
EORA26,199.82,IOT,,2010,ANT,current 000 US$,3765555.6334544495
EORA26,199.82,IOT,,2010,ARE,current 000 US$,282742956.406065
EORA26,199.82,IOT,,2010,ARG,current 000 US$,332557397.75091195
EORA26,199.82,IOT,,2010,ARM,current 000 US$,7895922.277232
EORA26,199.82,IOT,,2010,ATG,current 000 US$,949691.239766
EORA26,199.82,IOT,,2010,AUS,current 000 US$,1031497701.908444
EORA26,199.82,IOT,,2010,AUT,current 000 US$,356250266.33750904
EORA26,199.82,IOT,,2010,AZE,current 000 US$,39657003.989755
EORA26,199.82,IOT,,2010,BDI,current 000 US$,1929391.1688019997
EORA26,199.82,IOT,,2010,BEL,current 000 US$,499744443.845038
EORA26,199.82,IOT,,2010,BEN,current 000 US$,5541278.919481001
EORA26,199.82,IOT,,2010,BFA,current 000 US$,6308092.140631
EORA26,199.82,IOT,,2010,BGD,current 000 US$,100691997.14106101
EORA26,199.82,IOT,,2010,BGR,current 000 US$,47562543.80905
EORA26,199.82,IOT,,2010,BHR,current 000 US$,20208592.611325
EORA26,199.82,IOT,,2010,BHS,current 000 US$,6889933.444944
EORA26,199.82,IOT,,2010,BIH,current 000 US$,15015761.107677
EORA26,199.82,IOT,,2010,BLR,current 000 US$,150796.245322
EORA26,199.82,IOT,,2010,BLZ,current 000 US$,1225397.966558
EORA26,199.82,IOT,,2010,BMU,current 000 US$,5982378.944975
EORA26,199.82,IOT,,2010,BOL,current 000 US$,17570716.58772
EORA26,199.82,IOT,,2010,BRA,current 000 US$,1664937240.4831042
EORA26,199.82,IOT,,2010,BRB,current 000 US$,3723771.991492
EORA26,199.82,IOT,,2010,BRN,current 000 US$,13302655.882324003
EORA26,199.82,IOT,,2010,BTN,current 000 US$,1299025.819375
EORA26,199.82,IOT,,2010,BWA,current 000 US$,11040212.836964002
EORA26,199.82,IOT,,2010,CAF,current 000 US$,1474595.5792549998
EORA26,199.82,IOT,,2010,CAN,current 000 US$,1672316266.8887515
EORA26,199.82,IOT,,2010,CHE,current 000 US$,537839359.0423388
EORA26,199.82,IOT,,2010,CHL,current 000 US$,175838286.11859822
EORA26,199.82,IOT,,2010,CHN,current 000 US$,5615099264.465938
EORA26,199.82,IOT,,2010,CIV,current 000 US$,22116796.339307
EORA26,199.82,IOT,,2010,CMR,current 000 US$,22329772.36108
EORA26,199.82,IOT,,2010,COD,current 000 US$,21378632.719076
EORA26,199.82,IOT,,2010,COG,current 000 US$,10058386.192782
EORA26,199.82,IOT,,2010,COL,current 000 US$,224950270.063951
EORA26,199.82,IOT,,2010,CPV,current 000 US$,1412749.592211
EORA26,199.82,IOT,,2010,CRI,current 000 US$,35700516.729182996
EORA26,199.82,IOT,,2010,CUB,current 000 US$,55090275.801871
EORA26,199.82,IOT,,2010,CYM,current 000 US$,2847869.0355889997
EORA26,199.82,IOT,,2010,CYP,current 000 US$,19770654.608023997
EORA26,199.82,IOT,,2010,CZE,current 000 US$,204291545.04721
EORA26,199.82,IOT,,2010,DEU,current 000 US$,3330522642.2377896
EORA26,199.82,IOT,,2010,DJI,current 000 US$,928279.8951659999
EORA26,199.82,IOT,,2010,DNK,current 000 US$,287816193.243001
EORA26,199.82,IOT,,2010,DOM,current 000 US$,51661685.22291901
